Title,Description,Date,Source
Yurt içinde dikkatler TCMB kararına çevrildi,Fed cephesinden üçüncü kez agresif bir faiz artışı ve sıkılaşmanın devam edeceğine yönelik sinyaller gelirken yurt içinde dikkatler Türkiye Cumhuriyet Merkez Bankası'nın (TCMB) faiz kararına çevrildi.,2022-09-22,BloombergHT
Serbest piyasada döviz açılış fiyatları (22.09.02022),"İstanbul serbest piyasada dolar 18,3490 liradan, euro 18,0270 liradan güne başladı.",2022-09-22,BloombergHT
Dolar/TL'de yeni rekor,,2022-09-22,BloombergHT
BIST 50'de açığa satışa yukarı adım devam ediyor,BIST 50 endeksindeki paylara açığa satışta yukarı adım kuralı bugün de uygulanacak.,2022-09-22,BloombergHT
Erdoğan'dan ABD'ye çelik vergilerinin kaldırılması çağrısı,"Cumhurbaşkanı Recep Tayyip Erdoğan, ABD'li iş insanlarıyla bir araya geldi. Erdoğan etkinlikte ABD'nin tek taraflı olarak 2018 yılında uygulamaya koyduğu çelik ve alüminyum sektöründeki ilave gümrük vergileri gibi korumacı uygulamaların ticari ilişkileri olumsuz etkilemeye devam ettiğini söyledi. Erdoğan, ""Bu sektörlerdeki ilave vergilerin artık kaldırılması veya diğer bazı ülkelere tanınan kotanın Türkiye'ye de tahsisi müşterek çabalarımıza önemli katkı sağlayacaktır"" dedi.",2022-09-22,BloombergHT
Brezilya sıkılaşmaya ara verdi,"Brezilya Merkez Bankası politika faizini art arda 12 artırımın ardından yüzde 13,75'te sabit tuttu.",2022-09-22,BloombergHT
Yendeki erimeye rağmen Japonya faize dokunmadı,"BOJ faizleri aşırı düşük seviyede sabit tuttu, yendeki değer kaybına rağmen sıkılaştırmaya gitmedi. Japonya Merkez Bankası Başkanı Haruhiko Kuroda şimdilik faiz artışının gündemde olmadığını vurguladı.",2022-09-22,BloombergHT
Ekonomi ve siyaset gündemi - 22 Eylül 2022,Ekonomi ve siyaset gündeminde öne çıkanlar...,2022-09-22,BloombergHT
Resmi Gazete'de bugün (22.09.2022),"Resmi Gazete'de yayımlanan yönetmelik, genelge ve tebliğler...",2022-09-22,BloombergHT
"Bakan Nebati, ABD'de yabancı fon yatırımcılarıyla görüştü","Hazine ve Maliye Bakanı Nureddin Nebati, New York'ta yabancı fon yatırımcıları ve uluslararası banka yöneticileriyle bir araya geldi. Nebati, görüşme hakkında yaptığı açıklamada, ""Küresel ekonomideki son dönem gelişmeleri ve önümüzdeki döneme ilişkin öngörülerimizi paylaştık."" dedi",2022-09-21,BloombergHT
"Aselsan'dan 31,8 milyon dolarlık satış sözleşmesi","Aselsan, uluslararası bir müşterisinin kullanımına yönelik aviyonik sistemleri kapsayan, 31,8 milyon dolar tutarında satış sözleşmesi imzalandığını duyurdu.",2022-09-21,BloombergHT
Fed'den 3. kez 75 baz puanlık faiz artışı,"ABD Merkez Bankası (Fed) piyasa beklentilerine paralel olarak politika faizini 75 baz puan artırırken, faiz artışlarının devam edeceğini öngördü. Fed yetkililerinin faize ilişkin öngörüleri Kasım ayı için de 75 baz puanlık artışın masada olduğunu gösterdi. Fed faiz kararıyla birlikte ekonomik projeksiyonlarını da yayımladı. Enflasyon ve işsizlik beklentileri yukarı yönlü güncellenirken, bu yılın büyüme beklentisinde aşağı yönlü sert bir revizyon yapıldı.",2022-09-21,BloombergHT
Biden'dan tüm ülkelere gıda ihracatı çağrısı,"ABD Başkanı Joe Biden, BM Genel Kurulu’nda yaptığı konuşmada, “Tüm ülkelere çağrı yapıyoruz, lütfen gıda ihracatını yasaklamayın, istifçilik yapmayın.” dedi.",2022-09-21,BloombergHT
KPMG’nin Frankfurt ofislerine baskın,"Uluslararası denetim, vergi ve danışmanlık hizmetleri sağlayıcısı KPMG’nin Frankfurt ofislerinde, Almanya tarihinin en büyük vergi sahtekarlığı skandalı olarak bilinen Cum-Ex soruşturması kapsamında arama yapıldı.",2022-09-21,BloombergHT
ABD: Putin'in nükleer silah açıklamasını ciddiye almalıyız,"Beyaz Saray Ulusal Güvenlik Konseyi Stratejik İletişim Koordinatörü John Kirby, Rusya Devlet Başkanı Vladimir Putin'in nükleer silah kullanma konusundaki açıklamasını ""çok ciddiye aldıklarını"" ve Rus nükleer konuşlanmasını yakından izlediklerini söyledi.",2022-09-21,BloombergHT
"""Yabancıya satarak gayrimenkul sektörü ayakta kalamaz""","Torunlar GYO Yönetim Kurulu Başkanı Aziz Torun ""Yabancıların konut alımı toplam içinde yüzde 5. Yabancıya satarak gayrimenkul sektörü ayakta kalamaz"" dedi.",2022-09-21,BloombergHT
Ziraat Yatırım/Dereli: TCMB'de 100 baz puanlık indirim olabileceğini düşünüyorum,Ziraat Yatırım Araştırma Müdürü Harun Dereli Bloomberg HT yayınına katılarak TCMB’nin faiz kararında beklentileri ve karar öncesi piyasanın durumunu değerlendirdi.,2022-09-21,BloombergHT
ABD'de 2. el konut satışları 7. ayda da düştü,ABD'de 2. el konut satışları konut kredi faizlerindeki yükselişle 7. ayda da düşüşünü sürdürdü. Satışlar Haziran 2020'den beri en düşük seviyeye geriledi.,2022-09-21,BloombergHT
VİOP'ta açılış seansı için tarih belli oldu,Vadeli İşlem ve Opsiyon Piyasası'nda (VİOP) açılış seansı uygulaması 23 Eylül günü devreye alınıyor.,2022-09-21,BloombergHT
Avrupa ülkeleri enerji krizine yaklaşık 500 milyar euro harcayacak,"Avrupa ülkelerinin, enerji krizi için şimdiye kadar yaklaşık 500 milyar euro kaynak tahsis ettiği hesaplandı.",2022-09-21,BloombergHT
"""Önümüzdeki birkaç ayda otomotivde istenen renk ve modelde araç alma şansı olacak""","TOBB Otomotiv Tedarik Sanayi Meclis Başkanı Alper Kanca, otomobil almak isteyenlerin önümüzdeki birkaç ay içerisinde istedikleri rengi, modeli alabilme şansına ulaşacaklarını ifade etti.",2022-09-21,BloombergHT
Bilgin'den asgari ücret açıklaması,"Bakanlık olarak enflasyonun meydana getirdiği eşitsizlikleri ve sorunları sosyal politikalarla çözeceklerini belirten Bilgin, ""Asgari ücretle çözeceğiz, 3600 ile çözüyoruz, EYT ile çözeceğiz. Bunların hepsi önümüzdeki dosyalar"" dedi. Temmuz'da asgari ücreti artırdıklarını hatırlatan Bilgin, yılbaşında yeniden artırılacağını söyledi.",2022-09-21,BloombergHT
Bazı İngiliz firmalar 4 gün çalışmayı kalıcı hale getirecek,"İngiltere'de haftada 4 gün çalışma denemesine katılan birçok İngiliz firması, 6 aylık pilot uygulama sona erdikten sonra uygulamayı kalıcı hale getirmeyi planladıklarını bildirdi.",2022-09-21,BloombergHT
Fed toplantısı sonrası piyasaları ne bekliyor?,"Fed toplantısı öncesi ABD borsaları üzerindeki baskı düşüşlere neden olurken son 18 aydaki toplantılar sonrasındaki veriler, belirsizliğin bir miktar dağılmasıyla piyasaların rahatlama yaşayabileceğine işaret ediyor.",2022-09-21,BloombergHT
Euro Bölgesi'nde 'derin resesyon' beklentisi,Deutsche Bank ekonomistleri Avrupa'ya doğal gaz tedariğinin durdurulmasının ardından Euro Bölgesi'nin önceki tahminlerden daha derin resesyona gireceği öngörüsünü paylaştı.,2022-09-21,BloombergHT
"""Rusya'da bütçe Ağustos itibarıyla açık vermeye başladı""","Rusya Ekonomik Kalkınma Bakanı Maksim Reşetnikov, ülke ekonomisinin bu yıl yüzde 2,9 küçülmesini beklediklerini belirterek, “Bütçe Ağustos itibarıyla açık vermeye başladı. Tüm seviyelerdeki bütçeler şu anda vergi gelirlerinden daha fazla para harcıyor.” dedi.",2022-09-21,BloombergHT
Spot piyasada elektrik fiyatları (21.09.2022),"Spot piyasada bir megavatsaat elektriğin fiyatı, yarın için en yüksek 4 bin 799 lira 99 kuruş, en düşük 2 bin 750 lira olarak belirlendi.",2022-09-21,BloombergHT
Şok 10 bin mağazaya ulaştı,"Şok marketler zinciri, 10 bin mağazaya ulaştığını duyurdu.",2022-09-21,BloombergHT
Rusya’da kısmi seferberlik ilanı uçak biletlerine talebi artırdı,Rusya’da kısmi seferberlik ilan edilmesinin ardından yurt dışı uçak biletlerine yönelik talep artıyor.,2022-09-21,BloombergHT
Rus borsasında sert düşüş sürüyor,Rusya borsasında dün başlayan düşüş Devlet Başkanı Putin'in 'kısmi seferberlik' ilanı sonrası gerilemeye devam etti.,2022-09-21,BloombergHT
BBVA CEO'su Genç'ten Türkiye yorumu,"BBVA CEO'su Onur Genç ""BBVA hissesi Türkiye pozisyonu nedeniyle cezalandırılıyor"" değerlendirmesini yaptı. Genç ayrıca Türkiye'de uzun vadeli potansiyel gördüklerini ifade etti.",2022-09-21,BloombergHT
"AB, Rus kömürüne yaptırımları hafifletti","Avrupa Birliği (AB), uyguladığı yaptırımların Rusya'dan 3'üncü ülkelere kömür sevkiyatına engel olmadığını, Avrupa şirketlerinin Rusya'dan diğer ülkelere kömür taşımacılığı yapabileceğini, buna finansman ve sigorta gibi hizmetler de sunulabileceğini duyurdu.",2022-09-21,BloombergHT
Bakan Kurum'dan TOKİ'den ev alanlara indirim açıklaması,"Çevre, Şehircilik ve İklim Değişikliği Bakanı Murat Kurum, TOKİ'den ev alan ve borcu devam edenlere bir müjdeleri olduğunu belirterek, ""Borcunu erken ödeyip tapusunu hemen almak isteyen konut ve iş yeri alıcıları için indirim kampanyamız hazır. Kampanyanın detaylarını Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan yarın açıklayacak""dedi.",2022-09-21,BloombergHT
"Hangi ülkenin milyoneri arttı, hangisinin geriledi?","Credit Suisse Group'un Küresel Servet Raporu'na göre serveti 1 milyon doları aşan milyoner sayısı 2021'de 62,5 milyon olarak gerçekleşti. 2020 ile kıyaslandığında milyoner sayısı oransal olarak en çok artan ülke Yeni Zelanda oldu. En çok azalan ise Japonya olarak kaydedildi. Milyoner sayısı en çok artan ülke ise 2 milyon 491 bin ile ABD oldu.",2022-09-21,BloombergHT
Buğdayda 6 ayın en büyük yükselişi,"Buğday, Rusya Devlet Başkanı Vladimir Putin'in işgal edilen Ukrayna topraklarını ilhak etme sözü vermesinin yarattığı gerilim ve Karadeniz tahıl koridoru üzerinde yarattığı belirsizlik nedeniyle Mart ayından bu yana en büyük yükselişini yaşadı.",2022-09-21,BloombergHT
Güvenli limanlar Rusya'nın 'kısmi seferberlik' kararıyla yükseldi,"Rusya Devlet Başkanı Vladimir Putin'in seferberlik ilan etmesiyle altın, dolar ve tahvil gibi güvenli limanlar yükseldi. Avrupa'nın ortak para birimi euro ise düştü.",2022-09-21,BloombergHT
AMB Başkan Yardımcısı Guindos'dan enflasyonla kararlı mücadele vurgusu,AMB Başkan Yardımcısı Luis de Guindos rekor enflasyonla mücadele için kararlı eylemlerin hayati öneme sahip olduğunu belirterek geç kalınmasının durumu daha da kötüleştireceğini ve faiz oranlarını yükseltmek gerektiğini söyledi.,2022-09-21,BloombergHT
Almanya'da enerji şirketi Uniper kamulaştırıldı,"Almanya Ekonomi ve İklimi Koruma Bakanlığı, Uniper'e 8 milyar euro sermaye aktarılarak Fortum'un Uniper'deki yüzde 77,9'luk hisse payının hisse başına 1,70 euro karşılığında alınacağını duyurdu.",2022-09-21,BloombergHT
Kiptaş/Kurt: İstanbul'da 100 metrekarelik konutun maliyeti 1 milyon TL'ye geldi,"Kiptaş Genel Müdürü Ali Kurt inşaat sektöründe yükselen maliyetlere dikkat çekti. yaşadığı tedarik sorununa dikkat çekti. Bloomberg HT yayınına katılan Kurt ""Şu anda inşaat maliyetleri metre kare için özellikle İstanbul’da 8 bin 500 TL ile 10 bin TL arasına geldi"" diye konuştu.",2022-09-21,BloombergHT
Fed kararı öncesi bilmeniz gerekenler,ABD Merkez Bankası'nın bu akşamki kararında faizlerin 2008'den bu yana en yüksek seviyeye çıkması bekleniyor. Kararda 'dot plot' olarak bilinen noktasal tahminler yakından izlenecek.,2022-09-21,BloombergHT
Gram altında toparlanma çabası,"Rusya Devlet Başkanı Putin'in kısmi seferberlik ilanı, güvenli bir liman olarak altında toparlanma getirdi. Gram altın 985 lirayı aştı.",2022-09-21,BloombergHT
"Le Monde: Fabrikalar kapanıyor, 150 bin şirket tehdit altında","Fransız Le Monde gazetesi, enerji krizinin ekonomik boyutlarını yazdı. Ülkenin cam devi Duralex'in 1 Kasım'dan itibaren 5 ay boyunca üretim yapmayacağının belirtildiği habere göre, çelik üreticisi LME, 31 Aralık'tan itibaren kuzeydeki fabrikalarında üretimi durduracak. Fırınlarının yarısını kapatacak Arc France'de işçilerin üçte birine kısmi işsizlik uygulanacak. Haberde 150 bin küçük ve orta ölçekli şirketin tehdit altında olduğu da ifade edildi.",2022-09-21,BloombergHT
Altında dikkatler Fed faiz kararında,"Altın, yatırımcıların Çarşamba günü Fed toplantısından çıkacak büyük bir faiz artışına göre pozisyon almalarıyla iki yılın en düşük seviyesi civarında seyretti.",2022-09-21,BloombergHT
İş Bankası Munzam Sandığı'ndan İş Bankası hissesi alımı,"İş Bankası Mensupları Munzam Sosyal Güvenlik ve Yardımlaşma Sandığı Vakfı 20 Eylül tarihinde 8,00-8,19 TL fiyat aralığından 5 milyon lotluk hisse alımı yaptı.",2022-09-21,BloombergHT
"Putin, kısmi seferberlik ilan etti","Rusya Devlet Başkanı Vladimir Putin, ülkesinde kısmi seferberlik ilan etti. Putin Rusya'nın egemenliğini koruması için ne yapılması gerekiyorsa yapacağını söyledi. Putin, kısmi seferberliğin 21 Eylül tarihi itibariyle başlayacağını belirtti.",2022-09-21,BloombergHT
Serbest piyasada döviz açılış fiyatları (21.09.2022),"İstanbul serbest piyasada dolar 18,3140 liradan, euro 18,2230 liradan güne başladı.",2022-09-21,BloombergHT
BIST 50'de açığa satışa yukarı adım devam ediyor,BIST 50 endeksindeki paylara açığa satışta yukarı adım kuralı bugün de uygulanacak.,2022-09-21,BloombergHT
Malezya menşeli kakao yağı ithalatına dampinge karşı önlem uygulanacak,"Ticaret Bakanlığı İthalat Genel Müdürlüğü, Malezya menşeli katı ve sıvı kakao yağı ithalatına dampinge karşı önlem uygulanmasına karar verdi.",2022-09-21,BloombergHT
Tüketici hakem heyeti başvurularına 30 bin TL sınırı,"Resmi Gazete'de yayımlanan düzenlemeye göre, değeri 30 bin TL'nin altında uyuşmazlıklar için tüketici hakem heyetine başvuru zorunlu olacak. Yapılan başvurular, başvuru tarih ve sırasına göre en geç 6 ay içinde görüşülerek karara bağlanacak.",2022-09-21,BloombergHT
Petrol Rusya'nın kısmi seferberlik kararıyla sıçradı,Fed'in faiz kararı öncesinde petrol piyasalarında enflasyonu dizginlemek için atılacak faiz artışının talep üzerindeki baskısı izlenirken Rusya Devlet Başkanı Vladimir Putin'in kısmi seferberlik ilanı fiyatları sıçrattı.,2022-09-21,BloombergHT
"Asya Kalkınma Bankası, Asya büyüme tahminlerini düşürdü","Asya Kalkınma Bankası, kalkınmakta olan Asya için büyüme tahminlerini düşürdü",2022-09-21,BloombergHT
Lagarde: AMB'nin faiz oranlarını büyümeyi sınırlayacak bir seviyeye yükseltmesi gerekebilir,"Avrupa Merkez Bankası Başkanı Christine Lagarde, Banka'nın kabul edilemeyecek kadar yüksek enflasyon ile mücadele etmek ve talebi soğutmak için faiz oranlarını ekonomik büyümeyi sınırlayacak bir seviyeye kadar yükseltebileceğini söyledi.",2022-09-21,BloombergHT
Arjantin ekonomisi beklentilerin üzerinde büyüdü,Arjantin ekonomisi yılın ikinci çeyreğinde piyasa beklentilerinin üzerinde bir büyüme gerçekleştirdi.,2022-09-21,BloombergHT
Cumhurbaşkanı Erdoğan Japonya Başbakanı Kişida'yı kabul etti,"Cumhurbaşkanı Recep Tayyip Erdoğan, Japonya Başbakanı Kişida Fumio'yu kabul etti.",2022-09-21,BloombergHT
Resmi Gazete'de bugün (21.09.2022),"Resmi Gazete'de yayımlanan yönetmelik, genelge ve tebliğler...",2022-09-21,BloombergHT
Ekonomi ve siyaset gündemi - 21 Eylül 2022,Ekonomi ve siyaset gündeminde öne çıkanlar...,2022-09-21,BloombergHT
"Biden'ın ""Kovid-19 salgını bitti"" sözüne Avrupa'dan tepki","Avrupa Birliği'nin (AB) ilaç düzenleyicisi Avrupa İlaç Kurumu (EMA) yetkilileri, ABD Başbakanı Joe Biden'ın ""Kovid-19 salgını artık bitmiştir"" şeklindeki sözlerine karşı ""Avrupa'da salgın devam ediyor"" açıklamasını yaptı",2022-09-20,BloombergHT
Almanya'daki hastaneler enerji kriziyle boğuşuyor,Almanya'daki hastanelerin yüzde 40'ının artan enerji maliyetleri nedeniyle iflasla karşı karşıya olduğu bildirildi.,2022-09-20,BloombergHT
Erdoğan: Enflasyon tüm ekonomileri ve sosyal refahı menfi yönde etkilemektedir,"Cumhurbaşkanı Recep Tayyip Erdoğan, BM 77. Genel Kurulu’nda yaptığı konuşmada, ""Enerji, gıda, hammadde fiyatlarının oluşturduğu enflasyon baskısı tüm ekonomileri ve sosyal refahı menfi yönde etkilemektedir."" dedi",2022-09-20,BloombergHT
"Merkezi yönetim brüt borç stoku 3 trilyon 651,4 milyar lira oldu","Merkezi yönetim brüt borç stoku, Ağustos sonu itibarıyla 3 trilyon 651,4 milyar lira olarak belirlendi.",2022-09-20,BloombergHT
Kriz kahininden korkutan resesyon yorumu,"2008 finansal krizini doğru tahmin eden ve kriz kahini, doktor felaket gibi ifadelerle anılan ünlü ekonomist Nouriel Roubini, ABD ekonomisinde sert bir iniş beklediğini ve 2023 boyunca sürecek uzun ve çirkin bir resesyon beklediğini söyledi.",2022-09-20,BloombergHT
Guterres'ten gübre uyarısı,"BM Genel Sekreteri Guterres, bir an önce harekete geçilmezse küresel gübre kıtlığının, hızla küresel gıda kıtlığına dönüşeceği uyarısında bulundu.",2022-09-20,BloombergHT
Saxo Bank'tan altın analizi,"Bloomberg HT yayınına katılan Saxo Bank Emtia Strateji Müdürü Ole Hansen, ""Bakırın bilhassa önümüzdeki yıl yukarı yönlü hareket edeceği görüşündeyiz. Piyasalar, merkez bankalarının enflasyonu kontrol altına alabilme yeteneğini sorgulamaya başlayabilir. Bu da altını hareket ettirebilir"" dedi.",2022-09-20,BloombergHT
